domain_name,response_code,blockpage,cloudflare_blockpage,number_of_script_tags,dns_name,address,ip_response_code,ip_blockpage,ip_cloudflare_blockpage,ip_number_of_script_tags,default_dns,isp_name_speedtest,time_date,domain_is_live_anywhere,domain_request_works,ip_is_live_anywhere,ip_is_live_in_other_ISPs,ip_request_works,default_dns_returns_different_ip_addresses,default_dns_returns_different_script_tags,public_dns_ips_not_mode
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,Cloudflare,20.40.202.9,404,False,False,1.0,0,Australian Academic and Research Network,8/06/2021 16:48,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,MyDNS,20.40.202.9,404,False,False,1.0,1,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,GoogleDNS,20.40.202.9,404,False,False,1.0,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,Cloudflare,20.40.202.9,404,False,False,1.0,0,Optus,8/06/2021 16:57,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,MyDNS,20.40.202.9,404,False,False,1.0,1,Telstra Internet,8/06/2021 17:06,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,GoogleDNS,20.40.202.9,404,False,False,1.0,0,Telstra Internet,8/06/2021 17:06,True,True,False,False,False,False,False,False
https://acrobat-cloud-services.azurewebsites.net,200,0,0,9.0,Cloudflare,20.40.202.9,404,False,False,1.0,0,Telstra Internet,8/06/2021 17:06,True,True,False,False,False,False,False,False
https://animehd47.com/,200,0,0,46.0,MyDNS,104.21.85.65,403,False,True,1.0,1,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
https://animehd47.com/,200,0,0,46.0,MyDNS,172.67.203.15,403,False,True,1.0,1,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
https://animehd47.com/,200,0,0,46.0,GoogleDNS,172.67.203.15,403,False,True,1.0,0,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
https://animehd47.com/,200,0,0,46.0,GoogleDNS,104.21.85.65,403,False,True,1.0,0,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
https://animehd47.com/,200,0,0,46.0,Cloudflare,104.21.85.65,403,False,True,1.0,0,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
